Province.State,Country.Region,Lat,Long,date,cases,type
NA,Eswatini,-26.5225,31.4659,2020-02-22,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-23,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-24,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-25,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-26,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-27,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-28,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-02-29,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-01,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-02,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-03,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-04,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-05,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-06,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-07,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-08,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-09,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-10,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-11,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-12,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-13,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-14,1,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-15,0,confirmed
NA,Eswatini,-26.5225,31.4659,2020-03-16,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-22,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-23,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-24,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-25,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-26,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-27,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-28,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-29,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-30,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-01-31,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-01,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-02,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-03,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-04,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-05,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-06,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-07,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-08,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-09,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-10,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-11,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-12,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-13,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-14,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-15,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-16,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-17,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-18,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-19,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-20,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-21,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-22,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-23,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-24,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-25,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-26,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-27,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-28,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-02-29,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-01,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-02,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-03,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-04,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-05,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-06,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-07,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-08,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-09,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-10,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-11,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-12,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-13,1,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-14,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-15,0,confirmed
NA,Ethiopia,9.145,40.4897,2020-03-16,4,confirmed
NA,Finland,64,26,2020-01-22,0,confirmed
NA,Finland,64,26,2020-01-23,0,confirmed
NA,Finland,64,26,2020-01-24,0,confirmed
NA,Finland,64,26,2020-01-25,0,confirmed
NA,Finland,64,26,2020-01-26,0,confirmed
NA,Finland,64,26,2020-01-27,0,confirmed
NA,Finland,64,26,2020-01-28,0,confirmed
NA,Finland,64,26,2020-01-29,1,confirmed
NA,Finland,64,26,2020-01-30,0,confirmed
NA,Finland,64,26,2020-01-31,0,confirmed
NA,Finland,64,26,2020-02-01,0,confirmed
NA,Finland,64,26,2020-02-02,0,confirmed
NA,Finland,64,26,2020-02-03,0,confirmed
NA,Finland,64,26,2020-02-04,0,confirmed
NA,Finland,64,26,2020-02-05,0,confirmed
NA,Finland,64,26,2020-02-06,0,confirmed
NA,Finland,64,26,2020-02-07,0,confirmed
NA,Finland,64,26,2020-02-08,0,confirmed
NA,Finland,64,26,2020-02-09,0,confirmed
NA,Finland,64,26,2020-02-10,0,confirmed
NA,Finland,64,26,2020-02-11,0,confirmed
NA,Finland,64,26,2020-02-12,0,confirmed
NA,Finland,64,26,2020-02-13,0,confirmed
NA,Finland,64,26,2020-02-14,0,confirmed
NA,Finland,64,26,2020-02-15,0,confirmed
NA,Finland,64,26,2020-02-16,0,confirmed
NA,Finland,64,26,2020-02-17,0,confirmed
NA,Finland,64,26,2020-02-18,0,confirmed
NA,Finland,64,26,2020-02-19,0,confirmed
NA,Finland,64,26,2020-02-20,0,confirmed
NA,Finland,64,26,2020-02-21,0,confirmed
NA,Finland,64,26,2020-02-22,0,confirmed
NA,Finland,64,26,2020-02-23,0,confirmed
NA,Finland,64,26,2020-02-24,0,confirmed
NA,Finland,64,26,2020-02-25,0,confirmed
NA,Finland,64,26,2020-02-26,1,confirmed
NA,Finland,64,26,2020-02-27,0,confirmed
NA,Finland,64,26,2020-02-28,0,confirmed
NA,Finland,64,26,2020-02-29,1,confirmed
NA,Finland,64,26,2020-03-01,3,confirmed
NA,Finland,64,26,2020-03-02,0,confirmed
NA,Finland,64,26,2020-03-03,0,confirmed
NA,Finland,64,26,2020-03-04,0,confirmed
NA,Finland,64,26,2020-03-05,6,confirmed
NA,Finland,64,26,2020-03-06,3,confirmed
NA,Finland,64,26,2020-03-07,0,confirmed
NA,Finland,64,26,2020-03-08,8,confirmed
NA,Finland,64,26,2020-03-09,7,confirmed
NA,Finland,64,26,2020-03-10,10,confirmed
NA,Finland,64,26,2020-03-11,19,confirmed
NA,Finland,64,26,2020-03-12,0,confirmed
NA,Finland,64,26,2020-03-13,96,confirmed
NA,Finland,64,26,2020-03-14,70,confirmed
NA,Finland,64,26,2020-03-15,19,confirmed
NA,Finland,64,26,2020-03-16,33,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-22,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-23,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-24,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-25,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-26,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-27,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-28,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-29,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-30,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-01-31,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-01,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-02,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-03,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-04,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-05,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-06,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-07,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-08,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-09,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-10,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-11,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-12,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-13,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-14,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-15,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-16,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-17,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-18,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-19,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-20,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-21,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-22,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-23,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-24,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-25,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-26,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-27,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-28,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-02-29,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-01,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-02,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-03,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-04,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-05,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-06,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-07,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-08,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-09,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-10,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-11,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-12,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-13,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-14,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-15,0,confirmed
NA,French Guiana,3.9339,-53.1258,2020-03-16,11,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-22,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-23,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-24,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-25,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-26,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-27,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-28,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-29,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-30,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-01-31,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-01,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-02,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-03,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-04,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-05,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-06,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-07,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-08,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-09,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-10,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-11,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-12,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-13,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-14,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-15,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-16,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-17,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-18,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-19,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-20,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-21,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-22,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-23,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-24,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-25,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-26,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-27,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-28,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-02-29,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-01,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-02,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-03,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-04,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-05,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-06,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-07,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-08,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-09,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-10,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-11,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-12,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-13,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-14,1,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-15,0,confirmed
NA,Gabon,-0.8037,11.6094,2020-03-16,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-22,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-23,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-24,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-25,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-26,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-27,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-28,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-29,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-30,0,confirmed
NA,Georgia,42.3154,43.3569,2020-01-31,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-01,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-02,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-03,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-04,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-05,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-06,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-07,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-08,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-09,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-10,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-11,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-12,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-13,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-14,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-15,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-16,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-17,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-18,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-19,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-20,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-21,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-22,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-23,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-24,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-25,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-26,1,confirmed
NA,Georgia,42.3154,43.3569,2020-02-27,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-28,0,confirmed
NA,Georgia,42.3154,43.3569,2020-02-29,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-01,2,confirmed
NA,Georgia,42.3154,43.3569,2020-03-02,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-03,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-04,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-05,1,confirmed
NA,Georgia,42.3154,43.3569,2020-03-06,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-07,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-08,9,confirmed
NA,Georgia,42.3154,43.3569,2020-03-09,2,confirmed
NA,Georgia,42.3154,43.3569,2020-03-10,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-11,9,confirmed
NA,Georgia,42.3154,43.3569,2020-03-12,0,confirmed
NA,Georgia,42.3154,43.3569,2020-03-13,1,confirmed
NA,Georgia,42.3154,43.3569,2020-03-14,5,confirmed
NA,Georgia,42.3154,43.3569,2020-03-15,3,confirmed
NA,Georgia,42.3154,43.3569,2020-03-16,0,confirmed
NA,Germany,51,9,2020-01-22,0,confirmed
NA,Germany,51,9,2020-01-23,0,confirmed
NA,Germany,51,9,2020-01-24,0,confirmed
NA,Germany,51,9,2020-01-25,0,confirmed
NA,Germany,51,9,2020-01-26,0,confirmed
NA,Germany,51,9,2020-01-27,1,confirmed
NA,Germany,51,9,2020-01-28,3,confirmed
NA,Germany,51,9,2020-01-29,0,confirmed
NA,Germany,51,9,2020-01-30,0,confirmed
NA,Germany,51,9,2020-01-31,1,confirmed
NA,Germany,51,9,2020-02-01,3,confirmed
NA,Germany,51,9,2020-02-02,2,confirmed
NA,Germany,51,9,2020-02-03,2,confirmed
NA,Germany,51,9,2020-02-04,0,confirmed
NA,Germany,51,9,2020-02-05,0,confirmed
NA,Germany,51,9,2020-02-06,0,confirmed
NA,Germany,51,9,2020-02-07,1,confirmed
NA,Germany,51,9,2020-02-08,0,confirmed
NA,Germany,51,9,2020-02-09,1,confirmed
NA,Germany,51,9,2020-02-10,0,confirmed
NA,Germany,51,9,2020-02-11,2,confirmed
NA,Germany,51,9,2020-02-12,0,confirmed
NA,Germany,51,9,2020-02-13,0,confirmed
NA,Germany,51,9,2020-02-14,0,confirmed
NA,Germany,51,9,2020-02-15,0,confirmed
NA,Germany,51,9,2020-02-16,0,confirmed
NA,Germany,51,9,2020-02-17,0,confirmed
NA,Germany,51,9,2020-02-18,0,confirmed
NA,Germany,51,9,2020-02-19,0,confirmed
NA,Germany,51,9,2020-02-20,0,confirmed
NA,Germany,51,9,2020-02-21,0,confirmed
NA,Germany,51,9,2020-02-22,0,confirmed
NA,Germany,51,9,2020-02-23,0,confirmed
NA,Germany,51,9,2020-02-24,0,confirmed
NA,Germany,51,9,2020-02-25,1,confirmed
NA,Germany,51,9,2020-02-26,10,confirmed
NA,Germany,51,9,2020-02-27,19,confirmed
NA,Germany,51,9,2020-02-28,2,confirmed
NA,Germany,51,9,2020-02-29,31,confirmed
NA,Germany,51,9,2020-03-01,51,confirmed
NA,Germany,51,9,2020-03-02,29,confirmed
NA,Germany,51,9,2020-03-03,37,confirmed
NA,Germany,51,9,2020-03-04,66,confirmed
NA,Germany,51,9,2020-03-05,220,confirmed
NA,Germany,51,9,2020-03-06,188,confirmed
NA,Germany,51,9,2020-03-07,129,confirmed
NA,Germany,51,9,2020-03-08,241,confirmed
NA,Germany,51,9,2020-03-09,136,confirmed
NA,Germany,51,9,2020-03-10,281,confirmed
NA,Germany,51,9,2020-03-11,451,confirmed
NA,Germany,51,9,2020-03-12,170,confirmed
NA,Germany,51,9,2020-03-13,1597,confirmed
NA,Germany,51,9,2020-03-14,910,confirmed
NA,Germany,51,9,2020-03-15,1210,confirmed
NA,Germany,51,9,2020-03-16,1477,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-22,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-23,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-24,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-25,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-26,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-27,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-28,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-29,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-30,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-01-31,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-01,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-02,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-03,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-04,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-05,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-06,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-07,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-08,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-09,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-10,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-11,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-12,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-13,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-14,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-15,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-16,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-17,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-18,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-19,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-20,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-21,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-22,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-23,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-24,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-25,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-26,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-27,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-28,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-02-29,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-01,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-02,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-03,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-04,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-05,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-06,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-07,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-08,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-09,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-10,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-11,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-12,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-13,0,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-14,3,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-15,3,confirmed
NA,Ghana,7.9465,-1.0232,2020-03-16,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-22,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-23,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-24,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-25,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-26,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-27,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-28,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-29,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-30,0,confirmed
NA,Greece,39.0742,21.8243,2020-01-31,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-01,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-02,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-03,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-04,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-05,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-06,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-07,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-08,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-09,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-10,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-11,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-12,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-13,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-14,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-15,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-16,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-17,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-18,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-19,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-20,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-21,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-22,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-23,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-24,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-25,0,confirmed
NA,Greece,39.0742,21.8243,2020-02-26,1,confirmed
NA,Greece,39.0742,21.8243,2020-02-27,2,confirmed
NA,Greece,39.0742,21.8243,2020-02-28,1,confirmed
NA,Greece,39.0742,21.8243,2020-02-29,0,confirmed
NA,Greece,39.0742,21.8243,2020-03-01,3,confirmed
NA,Greece,39.0742,21.8243,2020-03-02,0,confirmed
NA,Greece,39.0742,21.8243,2020-03-03,0,confirmed
